Date,Headline,Link,Full Content,Sentiment_Score
2023-05-14,"After the Successful Merger, 2.62 Crore Unit Shares of  Sagarmatha Lumbini Insurance Company (SALICO) Listed in NEPSE For Trading",https://www.sharesansar.com/newsdetail/after-the-successful-merger-262-crore-unit-shares-of-sagarmatha-lumbini-insurance-company-salico-listed-in-nepse-for-trading-2023-05-14,"26,226,382 shares of
Sagarmatha Lumbini Insurance Company Limited (SALICO)
after a successful merger between Lumbini General Insurance Limited (LGIL) and Sagarmatha Insurance Company Limited (SIC) have been listed in NEPSE.
SIC and LGIL signed the merger agreement with each other on 30 Ashad, 2079. The company had signed a merger deal at a swap ratio of 100:80, implying that the number of LGIL shareholders decreased by 20%. SIC's total listed shares were 14,989,990 units and that of LGIL was 14,045,481 making it a total of 26,226,382 unit shares after the merger.
After a successful merger, SIC and LGIL commenced the joint transaction in the name of Sagarmatha Lumbini Insurance Company Limited (SALICO) from Falgun 29, 2079. Therefore the listed shares will start trading under the symbol ""SALICO.""
The open price range is set as Rs. 599.12 for the first transactions.",0.7592762112617493
2023-04-25,Bonus Shares of Sagarmatha Insurance Company and Lumbini General Insurance Company Listed in NEPSE,https://www.sharesansar.com/newsdetail/bonus-shares-of-sagarmatha-insurance-company-and-lumbini-general-insurance-company-listed-in-nepse-2023-04-25,"16,53,699.96 unit bonus shares of
Sagarmatha Insurance Company Limited (SIC)
have been listed in NEPSE.
The company convened its 26th AGM on 11th Falgun and endorsed a 13.0579% dividend for the fiscal year 2078/79. The board of directors' meeting decided to distribute 12.40% bonus shares and 0.6526% cash dividend on the paid-up capital of Rs. 1.33 Arba. The same bonus shares are now listed in NEPSE
Similarly, 9,17,644.50 unit bonus shares of
Lumbini General Insurance Company Limited (LGIL)
have been listed in NEPSE.
The company convened its 18th AGM on 11th Falgun and endorse a 6.99% bonus shares worth Rs. 9.17 Crore and a 0.3679% cash dividend worth Rs. 48.29 crores on the paid-up capital of Rs. 1.31 Arba for the fiscal year 2078/79. The same bonus shares are now listed in NEPSE
The merger between Sagarmatha Insurance Company and Lumbini General Insurance Company has been completed, and the joint operation has begun from Falgun 29 under the name ""Sagarmatha Lumbini Insurance Company Limited."" The company had signed a merger deal at a swap ratio of 100:80.",0.8740054965019226
2023-04-24,Deadline for Life and Non-Life Insurance Companies To Raise Capital To Rs 5 Arba & Rs 2.5 Arba Extended Till Ashad 2080,https://www.sharesansar.com/newsdetail/deadline-for-life-and-non-life-insurance-companies-to-raise-capital-to-rs-5-arba-rs-25-arba-extended-till-ashad-2080-2023-04-24,"The rule stating that life insurance companies must have a minimum paid-up capital of Rs. 5 Arba was directed by the Nepal Insurance Authority on the 10th of Chaitra 2078. Non-life insurance companies were also urged by the Insurance Board to raise their paid-up capital to Rs. 2.5 Arba by the end of Chaitra 2079.
However, the authority's decision of refusing to give insurance companies time to raise capital has now changed. The authority that had adopted the decision of not extending the period allowed for insurance companies to boost their capital withdrew from the decision at the last minute, when the deadline to increase the capital had passed.
The deadline to enhance paid-up capital, according to the authority, has been extended as a result of numerous insurance companies' failures to maintain the minimum capital required by the board. The authority has now decided to give insurance companies an additional three months to raise capital. By the end of Ashad, both life and non-life insurance companies must have the required minimum paid-up capital.
The Fiscal Act 2078/79 also exempts the insurance firm from paying capital gains tax, dividend tax, and employee retirement tax if the preliminary merger agreement is completed by the end of the fiscal year. In order to take advantage of this, many insurance companies executed a merger agreement before the deadline of the facility.
Life-Insurance Companies
In the fiscal year 2078/2079 and 2079/2080, nine of the nineteen life insurance companies made the decision to merge in order to raise their paid–up capital, reducing the total number of life insurance companies to fourteen.
List of life insurance companies that underwent merger/acquisition route to enhance their paid-up capital:
Other Life Insurance Companies:
Note: Though the merger procedure between Prime, Union and Gurans life insurance companies have been completed, the companies are yet to start a joint integrated transaction.
Out of the above 19 life insurance companies, Sun Nepal life, Rastriya Beema, Met Life, Citizen Life and Mahalaxmi life insurance, Reliable Nepal Life and IME Life Insurance companies are not listed on Nepal Stock Exchange.
NON-LIFE
Similarly, following the Insurance Board's judgement, the insurance companies have combined several strategies, including pursuing a merger, to meet that standard. There was a total of twenty non-life insurance companies, after the merger of twelve non-life insurance companies, the non-life insurance companies will come down to fourteen.
List of Non-life insurance companies that underwent merger/acquisition route to enhance their paid-up capital:
Other Non- Life Insurance Companies:
Note: The amount mentioned are in Rs. Arba.
Companies have been unable to raise the required minimum capital, despite going through the merger procedure. So in a conversation with Raju Raman Paudel, the Insurance Authority's spokesperson (executive director) regarding the capital requirement has asserted that the deadline to increase the paid-up capital had been extended by three months, i.e until Ashad 2080.
Additionally, when discussing companies that pursued the merger/acquisition route but were unable to increase the minimum capital necessary by the board, Paudel emphasized that those companies will be given the chance to enhance their capital by issuing the right shares. However, these right shares are dependent on the companies’ audited fourth quarter reports, and the right shares will be issued based on the profits the company has made up to the fourth quarter of FY 2079/80 i.e by Ashad end 2080.",0.7679360508918762
2023-03-14,Sagarmatha Lumbini Insurance begins joint transaction after successful merger; forms 6-member board with Mr. Manohar Das Mool as new chairman,https://www.sharesansar.com/newsdetail/sagarmatha-lumbini-insurance-begins-joint-transaction-after-successful-merger-forms-6-member-board-with-mr-manohar-das-mool-as-new-chairman-2023-03-14,"Sagarmatha Lumbini Insurance, after a successful merger between then Sagarmatha Insurance and  Lumbini General Insurance, has kickstarted the joint transaction from Falgun 29, 2079. The first board meeting of the company has nominated six new board members, 3 each from both erstwhile institutions include Mr. Ajith R. Gunawardena, Mr. Siddharth Mani Rajbhandari, Mr. Gajendra Lal Shrestha from then Sagarmatha Insurance and Mr. Manohar Das Mool, Mr. Arun Raj Shrestha and Mr. Kamal Bhattarai from then Lumbini General Insurance.
The board meeting has also elected Mr. Manohar Das Mool as the new chairman of the company who has received his oath of designation and privacy from Nepal Insurance Authority chair Mr. Surya Prasad Silwal amid a program, as per the media statement.",0.8432288765907288
2023-03-12,"For the Purpose of Joint Integrated Transaction, Share Trading of Sagarmatha Lumbini Insurance Company To be Halted from Falgun 29",https://www.sharesansar.com/newsdetail/for-the-purpose-of-joint-integrated-transaction-share-trading-of-sagarmatha-lumbini-insurance-company-to-be-halted-from-falgun-29-2023-03-12,"The final procedure for a merger between
Lumbini General Insurance Limited (LGIL)
and
Sagarmatha Insurance Company Limited (SIC)
has been recently completed. Hence, as per Section 9 (2) of the Merger and Acquisition Directive 2079, Act, the Nepal Stock Exchange (NEPSE) has issued a circular regarding the suspension of share transaction of the company in accordance with Section 9 (3) of the Directory 2079.
SIC and LGIL had signed a merger deal at a swap ratio of 100:80. As per the merger agreement, ""Sagarmatha Lumbini Insurance Company Limited"" has been agreed upon as the name of the new company that will be formed as a result of the merger. The companies will start the joint business on Falgun 29.
Following the merger of SIC and LGIL, the joint paid-up capital of the company will be Rs. 2.62 Arba after adjustment and distribution of the proposed bonus shares for the Fiscal Year 2078–2079.
For FY 78/79, SIC proposed to distribute 12.40% bonus shares and 0.6526% cash dividend, whereas LGIL proposed 6.99% bonus shares and 0.3679% cash dividend.",0.8629575371742249
2023-03-10,Final Merger Procedure Between Sagarmatha Lumbini Insurance Completed; Integrated Transaction to Start from Falgun 29,https://www.sharesansar.com/newsdetail/final-merger-procedure-between-sagarmatha-lumbini-insurance-completed-integrated-transaction-to-start-from-falgun-29-2023-03-10,"The integrated transaction of Sagarmatha Lumbini Insurance Company Limited will take place on Falgun 29, 2079, according to the Joint Merger Committee.
Nepal Insurance Authority granted final permission for the merger of Lumbini General Insurance Limited (LGIL) and Sagarmatha Insurance Company Limited (SIC) on Falgun 16 and the Securities Board granted it on Falgun 23, 2079.
The share exchange ratio (also known as the ""Swap Ratio"") between Sagarmatha Insurance Company Ltd. and Lumbini General Insurance Company Ltd has been maintained at
100:80
in accordance with the initial agreement between the two companies and the DDA Report.
As per the agreement, the board of directors will consist of 3/3 of the members from each company and one independent director. One member from Lumbini General Insurance Company Ltd. will serve as board chairman, and the chief executive officer will be presented on behalf of Sagarmatha Insurance Company Ltd. Hence, Manohar Das Mool of Lumbini General Insurance will be the chairman and Chunky Chhetry of Sagarmatha Insurance will hold the responsibility of Chief Executive Officer.
Since the Insurance Regulatory Committee issued a directive to increase the capital within a year, many insurance companies have merged this year. The committee has set a minimum capital of Rs 2.5 Arba for non-life insurance companies. Further stating that this limit should be reached by Chaitra 2079.
Following the merger of LGIL and SIC, the joint paid-up capital of the company will be Rs. 2.62 Arba after adjustment and distribution of the proposed bonus shares for the Fiscal Year 2078–2079. For FY 78/79, SIC proposed to distribute 12.40% bonus shares and 0.6526% cash dividend, whereas LGIL proposed 6.99% bonus shares and 0.3679% cash dividend.
Also, earlier 6 non-life insurance companies have merged and started joint transaction to become 3.",0.8909516930580139
2023-03-01,Nepal Life from Life Insurance Sector and Shikhar from Non-Life Insurance Sector Earns the Highest Premium Till Magh; What is the Status of Other Companies?,https://www.sharesansar.com/newsdetail/nepal-life-from-life-insurance-sector-and-shikhar-from-non-life-insurance-sector-earns-the-highest-premium-till-magh-what-is-the-status-of-other-companies-2023-03-01,"Insurance companies are competing with each other to increase their premium collection. Through the seven month of the fiscal year 2079/80, the life insurance companies collected a total premium of Rs. 83.39 Arba, out of its 14,260,139 total active insurance policies.
As per the report published by Nepal Insurance Authority, Nepal Life Insurance Company Limited (NLIC) single-handedly collected Rs. 21.6 Arba, having an active number of insurance policies of 957,467 as of Magh, 2079.
Similarly, Mahalaxmi Life Insurance Limited generated the least amount of premium i.e Rs. 89.51 crores, owing to its 35,777 active insurance policies.
The highest number of active insurance policies lies with Reliable Nepal Life Insurance Co Ltd, having subscribers 3,651,621 as of Magh 79/80. Despite the enormous number, it was able to generate only Rs. 2.085 Arba as its premium amount.
When we take a careful look at the numbers of non-life insurance, it seems that this sector has been growing at a steady rate. Nepalese insurance companies are also one of the successful enterprises of Nepal, which are still running the insurance business without suffering heavy losses from the date of establishment until now.
Previously, the business penetration was quite low and was not achieving its full potential but due to the covid-19, it has brought a favorable scenario for the insurance business which can be seen by the increasing numbers.
Shikhar Insurance Company Limited from the Non-life inusurance sector collected the highest premium worth Rs. 2.98 Arba. Likewise, Neco Insurance Limited which has 165,143 insurance policies collected a premium worth Rs. 1.75 Arba as its insurance premium till Magh of F.Y 2079/80. As per the report published by Insurance Authority, Neco Insurance Limited also has the highest number of insurance policies.
On the other hand, the National Insurance Company is the one that earns the lowest insurance fee. The Insurance company has earned only Rs. 58.22 Crore, out of its 18,329 insurance policies during this period.
Note:- Investors of all insurance companies should understand the quality of insurance policies is important rather than number of insurance policies. Moreover, these policies might include scheme such as foreign employment insurance policy which provides less net premium so some insurance companies do not prefer such policies. Hence, judging an insurance company based only on number of insurance policies would be absurd.",0.7076188325881958
2023-02-24,Lumbini General Insurance Company convenes its 18th AGM; endorses 6.99% bonus shares and 0.36% cash dividend,https://www.sharesansar.com/newsdetail/lumbini-general-insurance-company-convenes-its-18th-agm-endorses-699-bonus-shares-and-036-cash-dividend-2023-02-24,"Lumbini General Insurance has convened its 18
th
AGM for the FY 2078-79 under the leadership of its chairman Mr. Manohar Das Mool on Falgun 11, 2079.
Apart from regular financial reports, The AGM has endorsed the merger with Sagarmatha Insurance and endorsed the proposal of 6.99% bonus shares and 0.3679% cash dividend for taxation purposes, as per the media statement.
The AGM also approved the merged institution bearing the name Sagarmatha Lumbini Insurance Company and has authorized the board to carry out all remaining works of a merger, as per the media statement.
The company also felicitated its employees who have been serving it for more than the last ten years, as per the media statement.",0.7685074806213379
2023-02-17,Lumbini General Insurance hands over scholarship amount of Rs 1.20 lakh to Vishwashanti Buddhist School,https://www.sharesansar.com/newsdetail/lumbini-general-insurance-hands-over-scholarship-amount-of-rs-120-lakh-to-vishwashanti-buddhist-school-2023-02-17,"Lumbini General Insurance, under its CSR initiative, has provided financial support of Rs 1.20 lakh as a scholarship amount to support the Buddhist education of 10 students studying at Vishwa Shanti Buddhist School in Minbhawan of Kathmandu on Falgun 4, 2079.
The company had provided the support amount to observe the 12th-day event following the demise of its founding chairman Mr. Himalaya Shamsher Rana, and was also attended by the chairman of the company Mr. Manohar Das Mool, former BoDs, CEO Mr. N.P. Pradhan, as per the media statement.",0.6355513334274292
2023-02-15,Net Profit of Non-Life Insurance Companies Increased By 28.48% in Q2; Find Out the Performance of the 16 Listed Non-Life Insurance Companies,https://www.sharesansar.com/newsdetail/net-profit-of-non-life-insurance-companies-increased-by-2848-in-q2-find-out-the-performance-of-the-16-listed-non-life-insurance-companies-2023-02-15,"When we take a careful look at the numbers of non-life insurance, it seems that this sector has been growing at a steady rate. Nepalese insurance companies are also one of the successful enterprises of Nepal, which are still running the insurance business without suffering heavy losses from the date of establishment until now.
Previously, the business penetration was quite low and was not achieving its full potential but due to the covid-19, it has brought a favorable scenario for the insurance business which can be seen by the increasing numbers.
Most companies are earning decent profit each year. However, for some companies, it is not significant and satisfactory against the volume of transactions if we give an overlook in the balance sheet and profit and loss account. The volumes of transactions are increasing tremendously year by year, but the growth of net earnings is not in the same ratio.
With the second-quarter report published by all the non-life insurance companies, it is obvious that those with a strong business model and effective marketing strategies have shown better results. So, let's dive into the major indicators of non-life insurance in the second quarter of FY 2079/2080.
Note: Everest Insurance Company Limited (EIC) and Himalayan General Insurance company Limited (HGI) have started joint transaction after successful merger from 1st of Shrawan, 2079 and published a joint financial statement from this quarter onwards.
Also, Sanima General Insurance Limited and General Insurance Company Nepal Limited has completed their merger process at a swap ratio of 1:1 and they have also published joint Q2 report of FY 79/80. Since, HEI and SGIC are newly merged companies, the net profit of previous year second quarter has been not taken into account for this analysis.
The following non-life insurance companies are also undergoing merger/acquisition procedure-
Ajod Insurance Limited and United Insurance Company (Nepal) Limited.
Lumbini General Insurance Company Limited and Sagarmatha Insurance Company Limited.
Siddhartha Insurance Limited and Premier Insurance Company (Nepal) Limited.
IME General Insurance Limited and Prudential Insurance Company Limited
Net Profit:
Rastriya Beema Company Limited (RBCL)
posted the highest net profit of Rs.37.429 crores till Q2 of 2079/80. The second highest profit of Rs 24.07 crore was reported by
Shikhar Insurance Company Limited (SICL)
.
The industry average net profit stands at Rs 14.15 crore.
Among the 16 Non-life Insurance Companies companies, 2 companies reported a decline in net profit in compared to the corresponding quarter of the previous year. The highest fall in net profit for FY 79/80 is
Prudential Insurance Company Nepal Limited (PICL)
whose earnings reduced by 43.24%.
Paid-Up Capital:
The board of directors of Insurance Authority has decided to raise the paid-up capital of life insurance companies to Rs. 5 Arba and that of non-life insurance companies to Rs. 2.5 Arba by the end of Chaitra 2079.
Shikhar Insurance Company Limited (SICL)
reported the highest paid-up capital worth 2.29 Arba. Himalayan Everest Insurance Company Limited (HEI) after the joint transaction has reported the second highest capital of Rs. 2.24 Arba.
Neco Insurance Company Limited (NIL)
reported the third highest capital worth Rs. 2.01 Arba.
Reserve and Surplus, Insurance Fund, and Contingent Fund:
The reserve and surplus have an outlier at the upper end. RBCL has the highest reserves of Rs 3.57 arba which also impacts the industry average figure.
Following RBCL, SICL has the highest reserves of Rs 97 Crores.
Likewise, RBCL and SICL has the highest insurance fund of Rs 2.85 arba and Rs 1.53 arba respectively. The industry average insurance fund stands at Rs 1.04 Arba.
Likewise, SICL has the maximum amount of contingent fund which stands at Rs. 13.09 Crores for the second quarter.
Claim Paid (Gross) and Claim Payment (Net):
Net claim payment signifies how much money the company paid in claims over a certain period of time.
Rastriya Beema Company Limited (RBCL)
reported the lowest claim payment in this quarter amounting to Rs. 3.40 crores.
Likewise,
Sagarmatha Insurance Company Limited (SIC)
has reported highest amount of net claims paid. It shows that the company paid Rs. 44.60 Crores as a net payment in the Fiscal Year 2079/80.
Number of Policies and Renewed Number of Policies:
In terms of the number of policies,
Neco Insurance Company Limited (NIL)
has issued the highest number of policies reaching 154,620 policies. Likewise,
Shikhar Insurance Company Limited (SICL)
has issued the second highest number of policies reaching 124,875 policies.
Note:- Investors of all insurance companies should understand the quality of insurance policies is important rather than number of insurance policies. Moreover, these policies might include scheme such as foreign employment insurance policy which provides less net premium so some insurance companies do not prefer such policies. Hence, judging an insurance company based only on number of insurance policies would be absurd.
Total Premium Earned and Net Premium:
Net premium is the main source of earning for insurance companies. The average net earnings from premium stood at Rs 46.95 crore till Q2 of 2079/80.
Neco Insurance Company Limited (NIL)
collected highest amount of Net Premium which stands at Rs. 87.26 Crores
where as
Shikhar Insurance Company Limited (SICL)
collected highest total premium of Rs. 2.65 Arba.
On the other side,
Prudential Insurance Company (PICL)
managed to collect Net premium of only Rs. 20.48 Crores during the review period.
Unpaid Claims:
As per the report published by the companies,
Lumbini General Insurance Limited (LGIL)
has the lowest number of unpaid claims of 2,655.
On the other hand,
IME General
insurance Limited (IGI)
has the lowest amount of unpaid claims worth Rs. 1.28 Crores.
In the same vein, SICL has the highest number of unpaid claims which stands at around 15,109.
Major Indicators:
Earning per share (EPS):
Rastriya Beema Company Limited (RBCL)
has reported the highest annualized earnings per share in this quarter with Rs. 280.67 per share.
Sagarmatha Insurance Company Limited (SIC)
and
Premier Insurance Company Limited (PIC)
have reported an EPS of Rs. 26.20 per share and Rs. 22.27 per share respectively.
Net Worth per share:
The highest net worth per share is reported by
Rastriya Beema Company Limited (RBCL)
at Rs. 2,510.14 per share. RBCL is followed by
Sagarmatha Insurance Company Limited (SIC)
with a net worth per share of Rs. 244.05 per share.
NLG
Insurance Company Limited (NLG)
has reported a net worth of Rs. 221.15 per share making it the third-highest.
The average Net worth per share stood at Rs. 334.41 per share.
Price to Earnings Ratio (PE Ratio) and Price to Book Ratio (PB Ratio):
In terms of Price to Earnings ratio,
Nepal Insurance Company Limited (NICL)
has reported the lowest P/E of 22.40 times.
The lower P/E suggests that the investors have to pay relatively lower for a rupee of earnings than their competitors. The highest P/E stood is reported by
Prudential Insurance Limited (PICL)
which has P/E ratio of 70.11.
The Price-to-Book (P/B) ratio is used
compare a company's market capitalization to its book value. Traditionally, any value under 1 or 3 (Max) is considered a good P/B value, indicating a potentially undervalued stock.
Accordingly,
Lumbini General Insurance Limited (LGIL)
has the lowest P/B ratio of 2.04 times and
Rastriya Beema Company Limited (RBCL)
has the highest P/B ratio of 5.58 times
.
Finally, the below table illustrated the overall picture with the major indicators of 16 non-life insurance companies as of the second quarter of FY 2079/2080.
Note - All figures are in Rs. Crores, whereas the Capital figures are in Rs Arba.",0.27368924021720886
